date,symbol,close,amount,momentum_1,momentum_2,momentum_3,momentum_5,momentum_10,momentum_20,momentum_40,momentum_60,momentum_120,momentum_240,reversal_1,reversal_2,reversal_3,reversal_5,reversal_10,reversal_20,volatility_5,volatility_10,volatility_20,volatility_40,volatility_60,volatility_120,volatility_240,downside_volatility_5,downside_volatility_10,downside_volatility_20,downside_volatility_60,downside_volatility_120,upside_volatility_5,upside_volatility_10,upside_volatility_20,upside_volatility_60,max_drawdown_20,max_drawdown_60,max_drawdown_120,ma_bias_5,ma_bias_10,ma_bias_20,ma_bias_40,ma_bias_60,ma_bias_120,ma_bias_240,ma_slope_5,ma_slope_10,ma_slope_20,ma_slope_60,ema_bias_5,ema_bias_10,ema_bias_12,ema_bias_20,ema_bias_26,ema_bias_60,ema_bias_120,ema_slope_12,ema_slope_26,ema_slope_60,macd_diff,macd_signal,macd_hist,rsi_6,rsi_14,rsi_24,kdj_k_9,kdj_d_9,kdj_j_9,cci_14,cci_20,williams_r_14,williams_r_20,money_flow_index_14,money_flow_index_20,price_position_20,price_position_40,price_position_60,price_position_120,price_position_240,breakout_high_20,breakout_high_40,breakout_high_60,breakout_high_120,breakout_high_240,breakdown_low_20,breakdown_low_40,breakdown_low_60,breakdown_low_120,breakdown_low_240,amount_mean_5,amount_mean_10,amount_mean_20,amount_mean_40,amount_mean_60,amount_mean_120,amount_zscore_20,amount_zscore_60,amount_percentile_20,amount_percentile_60,turnover_mean_5,turnover_mean_10,turnover_mean_20,turnover_mean_40,turnover_mean_60,turnover_mean_120,turnover_zscore_20,turnover_zscore_60,turnover_percentile_20,turnover_percentile_60,volume_ratio_5_20,volume_ratio_10_60,amount_ratio_5_20,amount_ratio_10_60,vwap_bias_5,vwap_bias_20,vwap_bias_60,obv_slope_20,obv_slope_60,volume_price_corr_20,volume_price_corr_60,return_amount_corr_20,return_amount_corr_60,amount_shock_count_20,amount_shock_count_60,signed_volume_flow_20,signed_volume_flow_60,price_volume_trend_20,price_volume_trend_60,intraday_return,overnight_return,gap_return,amplitude,atr_pct_5,atr_pct_10,atr_pct_20,atr_pct_60,amplitude_mean_5,amplitude_mean_10,amplitude_mean_20,amplitude_mean_60,amplitude_zscore_20,amplitude_zscore_60,bollinger_zscore_20,bollinger_zscore_60,bollinger_width_20,bollinger_width_60,bollinger_breakout_count_20,bollinger_breakout_count_60,close_position,upper_shadow,lower_shadow,body_size,close_to_high_20,close_to_high_60,close_to_high_120,close_to_low_20,close_to_low_60,close_to_low_120,return_skew_20,return_skew_60,return_kurt_20,return_kurt_60,amihud_illiquidity_20,amihud_illiquidity_60,limit_up_count_20,limit_up_count_60,limit_down_count_20,limit_down_count_60,limit_up_near_5,limit_down_near_5,gap_up_count_20,gap_up_count_60,gap_down_count_20,gap_down_count_60,long_upper_shadow_count_20,long_upper_shadow_count_60,long_lower_shadow_count_20,long_lower_shadow_count_60,up_day_ratio_20,up_day_ratio_60,down_day_ratio_20,down_day_ratio_60,positive_body_ratio_20,positive_body_ratio_60,return_autocorr_20,return_autocorr_60,downside_tail_return_20,downside_tail_return_60,upside_tail_return_20,upside_tail_return_60,return_abs_mean_20,return_abs_mean_60,price_efficiency_20,price_efficiency_60,price_efficiency_120,trend_strength_20,trend_strength_60,trend_strength_120,close_above_ma_ratio_20,close_above_ma_ratio_60,ma_alignment_score,ema_alignment_score,volume_cv_20,volume_cv_60,amount_cv_20,amount_cv_60,turnover_cv_20,turnover_cv_60,amount_crowding_20,amount_crowding_60,turnover_crowding_20,turnover_crowding_60,shrinkage_breakout_20,shrinkage_breakout_60,stalled_up_volume_20,stalled_up_volume_60,low_volume_pullback_20,low_volume_pullback_60,volatility_contraction_20,volatility_contraction_60,atr_contraction_20_60,range_compression_20,range_compression_60,up_streak,down_streak,new_high_distance_60,new_low_distance_60,cs_momentum_rank_20,cs_momentum_rank_60,cs_momentum_rank_120,cs_reversal_rank_5,cs_volatility_rank_20,cs_volatility_rank_60,cs_amount_rank_20,cs_amount_rank_60,cs_turnover_rank_20,cs_turnover_rank_60,cs_liquidity_risk_score,market_breadth,market_mean_return
2022-01-03,000630,37.2713199053168,6530132785.407001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01681701786558576,,,,,,,,,,,,,,,,,,,,0.3658400860449706,0.11519977535212579,0.3658400860449706,0.5189601386029037,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,
2022-01-03,600362,9.741352724986466,2045714270.4406052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026983636646566334,,,,,,,,,,,,,,,,,,,,0.32814902254260414,0.1492227667525963,0.32814902254260414,0.5226282107047996,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,
2022-01-03,601899,69.76591722748329,9977935435.058104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0411045454841803,,,,,,,,,,,,,,,,,,,,0.7023563936329101,0.29764360636708986,0.037508841916192,0.6648475517167182,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,
2022-01-04,000630,35.779371360450085,982039983.6674097,-0.04002939924469617,,,,,,,,,,0.04002939924469617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03973557607368605,-0.0003059815230982421,-0.0003059815230982421,0.0637083444619879,,,,,,,,,,,,,,,,,0.2008193607022407,0.17566078397803536,0.2008193607022407,0.6235198553197239,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.000680823322180261
2022-01-04,600362,9.672925042902826,1272354312.415839,-0.007024453791527829,,,,,,,,,,0.007024453791527829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01208473671595045,0.005122183159313787,0.005122183159313787,0.027362002820390086,,,,,,,,,,,,,,,,,0.2371994777890507,0.31887698961815086,0.2371994777890507,0.44392353259279843,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.000680823322180261
2022-01-04,601899,73.19116723426795,14556061723.399675,0.049096323002764786,,,,,,,,,,-0.049096323002764786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05003731032305181,-0.0008961465569234939,-0.0008961465569234939,0.08466317779126867,,,,,,,,,,,,,,,,,0.7983354594601111,0.20166454053988894,0.20784888827397838,0.5904865711861327,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.3333333333333333,0.000680823322180261
2022-01-05,000630,35.980486823651056,5836351591.08025,0.005620989289467415,-0.034633414779646876,,,,,,,,,-0.005620989289467415,0.034633414779646876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00803056729743834,-0.0023903818853737713,-0.0023903818853737713,0.030265180646598607,,,,,,,,,,,,,,,,,0.6143847487011731,0.38561525129882696,0.34967887205735787,0.26470587664381523,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.6666666666666666,-0.007557548253885697
2022-01-05,600362,9.714285716251474,1978755314.6861303,0.004275922036529822,-0.0027785677717597768,,,,,,,,,-0.004275922036529822,0.0027785677717597768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030148051944545173,0.001257326248370605,0.001257326248370605,0.027482602601974188,,,,,,,,,,,,,,,,,0.44154212493407896,0.558457875065921,0.33170551914105967,0.10983660579301928,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.6666666666666666,-0.007557548253885697
2022-01-05,601899,70.80736340791057,6735061873.369979,-0.03256955608765433,0.014927721469374156,,,,,,,,,0.03256955608765433,-0.014927721469374156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02887930074557854,-0.003799996586324461,-0.003799996586324461,0.054269941032777186,,,,,,,,,,,,,,,,,0.17664834695323506,0.29323205177515066,0.17664834695323506,0.5301196012716143,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.6666666666666666,-0.007557548253885697
2022-01-06,000630,35.14429944045811,6613359379.096918,-0.023240024163411088,-0.017749666800852992,-0.05706855754671747,,,,,,,,0.023240024163411088,0.017749666800852992,0.05706855754671747,,,,,,,,,,,0.019508088428552107,,,,,0.0028104946447337076,,,,,,,-0.02495764071457962,,,,,,,,,,,-0.02524328871543091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990470934.812895,,,,,,,,,,4.134096764266584,,,,,,,,,,,,,,-0.026336847765324967,,,,,,,,,,,,,,,-0.0224383103163609,-0.0008201158612399784,-0.0008201158612399784,0.027245813247116737,0.04030614535142017,,,,,,,,,,,,,,,,0.06587490521807,0.11124973779314146,0.06587490521807,0.8228753569887886,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.6666666666666666,-0.0038284462622585336
2022-01-06,600362,9.763378033992822,1794793973.2864733,0.005053620942939707,0.009351151868623564,0.0022610113428971346,,,,,,,,-0.005053620942939707,-0.009351151868623564,-0.0022610113428971346,,,,,,,,,,,0.0035122268957639147,,,,,0.0027118567345368045,,,,,,,0.004154346929745367,,,,,,,,,,,0.00316832580979165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772904467.707262,,,,,,,,,,5.5703467948771594,,,,,,,,,,,,,,0.003740083202204536,,,,,,,,,,,,,,,0.0024645133785015094,0.0025827423613353773,0.0025827423613353773,0.026356393280300896,0.03342372570944297,,,,,,,,,,,,,,,,0.6481668599934354,0.35183314000656457,0.554418123004791,0.0937487369886444,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,0.6666666666666666,-0.0038284462622585336
2022-01-06,601899,71.2818481124871,13655627591.159813,0.00670106443369578,-0.026086742347878777,0.02172881752648448,,,,,,,,-0.00670106443369578,0.026086742347878777,-0.02172881752648448,,,,,,,,,,,0.016284778043827164,,,,,0.02364329422727673,,,,,,,0.00028450279460767725,,,,,,,,,,,0.003826830872998288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11231171655.746893,,,,,,,,,,3.4556622243401267,,,,,,,,,,,,,,-0.0026217079893903206,,,,,,,,,,,,,,,0.008009041550031348,-0.0012975847065064272,-0.0012975847065064272,0.03268070125123174,0.05729276303595362,,,,,,,,,,,,,,,,0.7464847498279344,0.25351525017206555,0.5017332960964831,0.2447514537314513,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.6666666666666666,-0.0038284462622585336
2022-01-07,000630,35.037719332745006,1152586800.0822463,-0.003032642829989385,-0.026202188300752494,-0.020728481231084173,,,,,,,,0.003032642829989385,0.026202188300752494,0.020728481231084173,,,,0.02051581256187888,,,,,,,0.01783574817643844,,,,,0.002513782830409477,,,,,,,-0.022457052657685384,,,,,,,,,,,-0.018977974131221043,,,,,,,,,,,,,7.815281550869599,,,,,,,,,,,,,,,,,,,,,,,,,,,4222894107.866765,,,,,,,,,,3.9612312621690142,,,,,,,,,,,,,,-0.02769077230518735,,,,,,,,,,,,,,,0.0024960216651177536,-0.005514899187254785,-0.005514899187254785,0.027161764960536943,0.037791878542737994,,,,0.03709527582906005,,,,,,,,,,,,0.3969726159937659,0.6030273840062341,0.3055847271407464,0.09138788885301946,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,0.3333333333333333,-0.00025951071287177996
